91.000,121.915
182.000,73.504
273.000,78.278
364.000,114.713
455.000,125.399
546.000,114.226
637.000,108.111
728.000,99.137
819.000,104.188
910.000,99.002
1001.000,92.870
1092.000,106.271
1183.000,104.689
1274.000,85.410
1365.000,92.679
1456.000,95.034
1547.000,91.468
1638.000,97.708
1729.000,89.350
1820.000,89.696
1911.000,87.880
2002.000,87.813
2093.000,91.084
2184.000,106.947
2275.000,92.574
2366.000,91.694
2457.000,93.941
2548.000,92.042
2639.000,88.789
2730.000,87.313
2821.000,95.626
2912.000,82.950
3003.000,74.647
3094.000,63.957
3185.000,58.671
3276.000,57.557
3367.000,56.534
3458.000,50.344
3549.000,55.691
3640.000,65.837
3731.000,78.117
3822.000,92.392
3913.000,114.302
4004.000,152.931
4095.000,164.407
4186.000,166.106
4277.000,183.035
4368.000,195.250
4459.000,195.231
4550.000,194.777
4641.000,180.551
4732.000,168.725
4823.000,182.796
4914.000,152.743
5005.000,144.506
5096.000,149.871
5187.000,141.171
5278.000,133.318
5369.000,134.897
5460.000,131.915
5551.000,131.643
5642.000,145.014
5733.000,122.334
5824.000,111.032
5915.000,107.168
6006.000,103.607
6097.000,98.770
6188.000,94.518
6279.000,88.338
6370.000,83.870
6461.000,77.584
6552.000,61.932
6643.000,61.879
