2858.000,-118.592
6005.000,-199.314
8941.000,-168.906
11974.000,-165.320
14791.000,-193.992
18180.000,-197.952
21156.000,-197.343
24030.000,-188.429
26965.000,-183.259
29671.000,-182.263
32314.000,-178.023
35086.000,-156.096
37877.000,-165.511
41828.000,-168.784
44787.000,-147.740
47804.000,-149.588
51269.000,-158.532
54764.000,-174.431
59646.000,-173.471
63051.000,-182.252
67270.000,-193.018
71568.000,-202.191
76908.000,-201.714
80865.000,-205.650
85289.000,-204.269
89770.000,-197.151
93906.000,-169.390
99081.000,-160.493
103914.000,-133.409
109063.000,-88.740
113984.000,-83.530
118724.000,-57.277
123327.000,-50.366
129493.000,-32.168
137247.000,-27.481
144189.000,-17.536
153242.000,6.580
161088.000,-0.543
168275.000,6.451
178931.000,-9.610
188043.000,-4.115
196423.000,-20.864
206687.000,-17.639
216494.000,-33.906
224530.000,-16.072
229600.000,2.091
236409.000,2.336
245963.000,26.718
257171.000,-4.834
267868.000,-4.228
277651.000,5.100
287529.000,25.506
298837.000,30.559
311128.000,57.186
321156.000,47.392
333405.000,39.224
346705.000,-14.907
355493.000,-16.062
368981.000,-35.736
378628.000,-55.479
391602.000,-69.090
398144.000,-85.566
404863.000,-68.733
411584.000,-70.029
420956.000,-105.296
426899.000,-116.112
434812.000,-99.495
443345.000,-102.506
449671.000,-84.573
456679.000,-90.084
467049.000,-66.995
475529.000,-55.689
486011.000,-97.315
495474.000,-95.646
505493.000,-57.215
514738.000,-62.102
526806.000,-67.741
536932.000,-80.321
549709.000,-90.836
560428.000,-89.702
573348.000,-137.403
581787.000,-165.140
589697.000,-186.515
598469.000,-202.539
611237.000,-210.399
621612.000,-182.055
630475.000,-152.275
640343.000,-126.405
650501.000,-109.260
659220.000,-88.187
669695.000,-45.851
678749.000,-42.086
687915.000,33.384
699153.000,35.225
709298.000,25.978
718983.000,3.363
728004.000,-17.049
736933.000,-55.341
744898.000,-66.735
751550.000,-53.828
759105.000,-61.426
770747.000,-57.461
780247.000,-78.939
787564.000,-72.214
797014.000,-46.463
806216.000,-60.994
814148.000,-70.234
822300.000,-40.199
833308.000,-23.447
842653.000,-36.720
850114.000,-24.402
859277.000,-7.188
868204.000,-29.590
875207.000,-105.405
882923.000,-121.640
891931.000,-113.412
899197.000,-110.443
910337.000,-110.669
919886.000,-114.598
931893.000,-110.511
940426.000,-152.335
949658.000,-205.322
957375.000,-204.998
965960.000,-158.588
974997.000,-169.623
983447.000,-143.901
990883.000,-134.744
1002010.000,-159.192
1008871.000,-178.346
1017581.000,-188.905
1027549.000,-207.293
1035992.000,-181.566
1044623.000,-182.640
1052069.000,-166.510
1060953.000,-192.083
1067616.000,-227.125
1074530.000,-226.263
1082359.000,-195.479
1089990.000,-172.634
1097681.000,-182.876
1104876.000,-123.791
1115066.000,-109.296
1123106.000,-106.176
1130534.000,-106.283
1139033.000,-51.178
1146519.000,-22.170
1155063.000,-21.486
1162006.000,-39.058
1169739.000,-47.837
1178363.000,-32.296
1188218.000,-39.513
1197243.000,-36.698
1207570.000,-35.252
1219898.000,-20.465
1226588.000,-44.853
1237115.000,-73.697
1243290.000,-66.747
1252533.000,-52.354
1264800.000,-33.098
1275270.000,-7.905
1285850.000,-10.617
1298919.000,1.230
