,index,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15
0,1569,0.2729164958000183,-1.8585816621780396,-108.24132040703628,0.555888186224081,-1.5118770180721124,-1.415720334735309,-0.6286687723756187,0.08693885856620276,0.7144836956745988,0.292059603108118,0.035167614691386635,0.5800974631127576,0.024378663966009323,-1.511181113707373,-1.2807434825760309,0.23744470210262597,0.7018549719000006,-0.8498458714128623,0.6086608036334571
1,1168,-0.04169140011072159,-1.874274730682373,-1072.6262510325898,-0.9049695013401899,0.4487195888191513,1.5672356057136083,0.002912915677472923,-0.027853095308407263,-0.3789486619104034,-0.07784193222066427,-0.9555071731891952,0.7832739463499396,-1.0275123752250068,-2.1675405048599616,0.7360363093930713,-0.49220906084537497,0.06868838904743003,1.4642711663986097,0.7012375457590468
2,2464,1.002235770225525,-2.115499258041382,-794.7034416958669,-0.43653230740213517,-0.7035201881992392,0.5868176986746599,-1.2074817381808487,-1.0650230266402951,-0.3875142003282032,0.6237429003034105,0.7856756137628331,-0.7062532847730629,1.4925167497030987,0.5733080276253646,-0.44736913251071936,0.09554235757946324,0.8994181144788582,2.0447976737569915,-0.27917058816606527
3,1368,0.11976508796215057,-1.8661223649978638,-381.2572901723144,-0.7453972298705892,-1.7893082250408274,-0.9433599165166486,-1.0334326671083593,-0.5325288537626758,-0.6307713719694865,0.35531877644828797,-1.612698574574977,1.0706096564186842,-0.22901750735756032,0.25873399421195165,1.3766911684075698,1.4785103808355242,-0.4177764945367059,-1.1193349940420585,0.9560716525071636
4,1936,0.5569647550582886,-0.8199885487556458,-660.7532845466261,-0.044096190996706884,-0.8583112174584894,-1.2701429667935238,-1.3838694458947634,1.2561260068923623,-1.5346169252219084,0.5264310156507249,1.2152166006634653,-1.8506186824320119,0.09825558473721491,1.6220442616674555,-0.8600922234974374,-0.11544419187115293,0.2883989108952463,2.2609949980598225,-1.8911840110080298
5,37,-1.0046340227127075,-0.7217552065849304,-115.09090561180878,-0.5365320555579892,-4.620665847297294,-0.05774762183969482,-6.650152777252542,1.1571794244744904,0.6760787328733018,-3.804275563750954,-4.185754380471922,1.5678063956560662,-3.49180631232755,-4.571239173236596,0.7036511283940129,5.909649909739554,3.8238792420933443,-4.050629857411805,-1.4539755958961027
6,22,-1.0013034343719482,-1.672684907913208,-802.3024997205126,-0.02731574796242195,0.9122753172769329,0.6441428499399388,-0.8678889084396884,0.8001541957417357,-0.19131559101039058,-1.095753843093827,-0.7711995227659582,-0.21407471520152305,-0.10571316560371335,-0.029293655440219984,-0.6141835893267714,1.2090331603700177,-0.4710971768411236,1.1918221239355409,0.20868418862209054
7,2469,1.0158361196517944,-1.8225140571594238,-759.637168607428,-0.7827682212040691,-0.6335886847509737,0.33077975793641196,-1.3472976474243707,-0.7629532636096256,-1.1257267459906073,1.1344843335180146,-0.043583469801103544,0.9127974022432558,0.6468940692153493,-0.3106960094571286,0.9508764262340179,-0.5804157688097064,-0.011028403887742705,1.8536699664236613,-1.430839413624743
8,911,-0.2520487904548645,-2.33746337890625,-608.1728024167077,-1.1303121334495478,-0.5515178131091022,-0.3054541861266838,0.6273820957333675,0.4502349986822322,1.07900165873265,-0.7609626953614813,-1.2193439132983588,1.3470388196196685,-2.3948293215132344,0.5095393722302306,-0.6161692082362091,-0.5311403640897491,0.22854977562251386,-0.09738441500461631,0.19523498320537327
9,1624,0.30145463347435,-1.5234915018081665,-149.85753233935688,0.0055030350051070796,-1.5351806090533748,-1.9805249817043986,0.20259310984089768,-1.6446079592472846,1.353748089454019,-0.07548584365704297,1.5087521528817687,0.08002148845428488,0.36792100056092586,0.8221691307304622,2.0374850090407843,-0.605323250275079,-1.3753133339841852,0.688200391978418,1.6526995984886164
