,index,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31
0,1471,0.1759033203125,-1.7269175052642822,8.502137161975824,0.4157984350978091,-0.5101793211077525,-12.386321141483155,-8.243585701941198,-2.328095803837604,-0.7640315072052927,7.981104918157875,-2.0122752333455014,8.49489956325073,2.500000640545272,5.247276917703664,4.389994218086648,-12.192866033080131,-19.592295607306244,5.38619544263184,-8.841956535974742,-7.440390939506346,-1.8909104414701714,17.475723863221393,-1.0061439711426723,-5.229313692903981,-0.16353665372502513,3.971457198495788,2.084991250973472,-9.867423275583443,-5.168416503088922,-2.98385917880947,-5.641464125552707,5.005147012799493,6.883959069872297,1.6914887268319565,-10.164859869912318
1,1569,0.2797164022922516,-1.806636095046997,-66.03532247635698,12.328676793658353,8.610630251463213,-11.926721556591842,-12.747171990486839,-5.723261190499289,4.333174288066288,-7.018448348576182,12.775053538327219,6.882124002942804,5.228081553564869,12.074104229976166,8.210408440272413,-5.176094719317928,-1.9434785830756611,1.9169627836294139,8.510554180254001,3.214829962342516,5.28947790294662,16.86114216387338,-11.137808843017735,-1.0936892701005103,9.432095793091401,-5.53529914600665,-7.60022230509475,-0.5157567108086811,0.04675072109867062,12.576743401450667,6.535695491091899,20.009247958862694,7.278492051917331,-8.369106768400856,1.599803642896673
2,1873,0.48094090819358826,-1.6003206968307495,-107.76525636376743,10.369022897876842,13.788663356152696,-4.02000060457487,9.4893779681979,-8.52388002130048,-9.957128418056792,10.626181845934099,16.899485821015432,13.140548407912082,6.834932128038442,-7.31058762034729,-7.056761870110399,-3.864008466443347,4.206686760884406,-7.171581099749594,-20.91405649776517,1.6242107243056787,13.62777395053195,-8.813201948623831,-7.8255090334321125,3.8148415910122155,-3.2390573024866187,-14.233780573281589,-16.55718625533407,-13.427881514068762,-10.342663664537957,-2.528638703543142,9.837661951282389,-10.595749853038871,-3.46706460667121,6.271038676855451,10.282484906655153
3,1417,0.13382157683372498,-1.9569305181503296,4.59968783805347,2.9717369666957407,-1.5238998412983618,-9.68841521107182,-0.44012908563746755,-0.3498966667714108,3.082471237283972,7.813387734585705,-0.29114620472656594,9.840587453463948,1.1922372553008176,8.382265463127416,1.9477493962777999,-7.443045223145321,-14.663569471879246,2.014378740147676,-6.447218868737808,-10.262166809678977,1.5733088958724522,8.697206473846604,-2.542682816556943,-6.4384811940214774,3.75796017459587,2.7891717350473306,2.633425148213802,-1.5718106867679236,-4.619537337839174,-2.041904572064047,1.6025783285547408,5.624550322528817,4.629663847797769,4.0302482434737,-6.39882733466927
4,1642,0.2986234724521637,-0.45249274373054504,216.05658554289323,-2.3716377927037104,-6.522233252789901,-0.08465856227449381,0.22200697970028133,-6.300394818933679,6.077202524950003,-5.148064730637536,2.830717812069147,5.297395980396418,-1.445785835844077,7.261802642145575,1.3432983479327658,-7.488372328466716,-0.941114995207478,5.074738822645463,-6.211218865953966,-7.226538085974137,-4.536531347070852,-1.0835795144507783,-7.180255699754287,4.168958481468345,-0.812139122740917,2.753661748546102,2.440829548059185,5.279035087156558,2.5960365014634155,-4.935243410069826,0.003775198563210236,0.8852321475728917,2.6119210123975396,3.3905252001523487,-4.3310087733829645
5,1370,0.11520318686962128,-1.7676830291748047,5.2306584646121195,0.7931152485326398,-2.101554417532686,-13.332596512645559,-8.792638638245819,-2.871592722516792,-0.42641130220162515,9.47635140631917,-2.800663626282912,11.003939076195701,1.4768445547357274,5.374459618742825,5.946456791641559,-13.059492568903192,-21.555779620258765,5.45179613362389,-8.748848962416337,-6.708722017475431,-2.2657562095790205,16.442579960959176,-0.5450387412355491,-3.0181811406299177,-1.33329999680749,1.6868550366401789,1.962510711287224,-8.116729955290435,-5.557210466255436,-3.9656747509651638,-6.317694267208543,4.30063875019126,7.920848039772674,1.7976736712287,-9.48959340256217
6,1729,0.3791274130344391,-1.204992651939392,167.23263211463728,-0.6507658814212791,8.722616151037917,-10.2421979380646,1.2072499768896758,11.880083831649376,0.9950458973067033,-7.227595126499283,0.8705595481332546,1.469112441716112,-3.7305145599847434,6.739859861948349,2.272384334675169,-7.312536031792414,-0.49662507779196385,3.7791091974450532,5.689845478064445,-7.4814886676197645,-8.110634534544754,1.8182263472551838,-11.118456283037505,-7.096860785838351,-9.165739569224728,7.9060587984238895,5.270212306751531,-9.970347099693837,1.7497259777190495,-10.671610247453879,4.423077773323011,-6.94087628806575,13.698908599188165,2.2725740836657766,4.437714111696167
7,2497,0.9735625982284546,-0.13821060955524445,-79.8184932247087,-4.486242939685965,-3.566346979210791,3.7616408137209874,-0.6137549458429966,-1.5656735104205048,5.112016739725698,0.20787768361842943,1.8916077218457086,0.2750390337806896,-1.6018770332048482,3.5202271291373517,5.832648497524902,-3.3382148455770553,-0.35588213813282676,3.620748283133425,-0.5055963037945836,-1.8141691734829632,-4.466666382368466,-0.378218051535556,-6.529647680330436,0.18566095995626192,-2.5737419251178033,2.545380687292764,-1.8709249459177757,0.4101959485645387,0.6707103824243066,-2.927635593783434,2.2784655003075365,2.115850552528639,7.416920561247363,4.137927510595362,-3.374221286308744
8,1520,0.20398712158203125,-1.7460486888885498,1.680025794443992,4.908275889722261,0.7788804397572513,-9.314381465391083,-1.5117014448063073,-2.0097818025470757,8.883319809561797,7.735515055034282,-0.5674221172639033,8.710801630641106,2.581862618913388,6.720097993969642,-1.1081163592091812,-9.559079190683029,-14.772971481505657,6.242077707800965,-5.627322694375461,-10.588584707627518,0.9504406269661672,11.689719858308674,-3.9167592259712167,-6.714475979832246,4.290811919472826,4.141738695495656,4.905345173923204,-2.822898322455401,-4.381919170309424,-2.629149499382711,-0.7656412472107488,2.9360264332413366,5.234845260023779,4.7332882795931885,-8.094319057964391
9,1664,0.33127689361572266,-2.109241485595703,-87.88210326731817,7.43779328197744,5.33562198270908,-10.035315478999339,-10.918824561149068,-2.114010390194457,7.712157807134835,-8.400133055231723,9.729808430679896,2.339267682601414,3.0543069621322063,11.975637341462178,9.040430790958812,-2.9277924097855528,-0.03180685222883213,4.951207370739246,5.5927049265501605,4.9359229782643235,4.867311898664595,20.666726004292475,-12.013901365178926,-0.8406679512243657,7.484974080214861,-8.015488796972644,-4.953901561262955,-0.9176715487109393,-0.4413429374016629,11.889725500251545,6.852181806962584,20.112551230411068,8.043718934077326,-3.74950975249136,-1.7610884654164198
