9638.000,0.000
18465.000,0.000
26647.000,0.000
34198.000,0.000
41263.000,0.050
49016.000,0.075
58334.000,0.088
67802.000,0.113
80091.000,0.128
91775.000,0.137
109532.000,0.157
123600.000,0.185
137177.000,0.210
148904.000,0.233
160178.000,0.229
173255.000,0.236
189337.000,0.244
200376.000,0.239
211697.000,0.236
228318.000,0.235
244110.000,0.235
260063.000,0.227
276633.000,0.220
296975.000,0.219
315695.000,0.218
339808.000,0.212
371796.000,0.206
395260.000,0.201
425350.000,0.196
455824.000,0.193
482283.000,0.193
516385.000,0.193
549272.000,0.194
572667.000,0.193
607450.000,0.193
634759.000,0.196
666407.000,0.199
699140.000,0.204
728762.000,0.210
763354.000,0.219
793550.000,0.224
818141.000,0.231
848410.000,0.241
880424.000,0.250
916951.000,0.261
949198.000,0.269
991191.000,0.278
1027805.000,0.285
