11000.000,24.312
22000.000,19.051
33000.000,12.423
44000.000,12.654
55000.000,14.415
66000.000,15.323
77000.000,17.562
88000.000,19.891
99000.000,22.430
110000.000,23.402
121000.000,23.406
132000.000,23.023
143000.000,23.901
154000.000,29.355
165000.000,30.078
176000.000,30.308
187000.000,25.882
198000.000,23.682
209000.000,23.030
220000.000,24.438
231000.000,27.496
242000.000,30.672
253000.000,32.453
264000.000,30.230
275000.000,30.877
286000.000,34.738
297000.000,37.797
308000.000,41.281
319000.000,41.996
330000.000,43.037
341000.000,44.581
352000.000,45.268
363000.000,46.482
374000.000,43.579
385000.000,44.018
396000.000,42.427
407000.000,44.669
418000.000,40.593
429000.000,43.963
440000.000,43.313
451000.000,44.547
462000.000,44.602
473000.000,45.117
484000.000,47.446
495000.000,48.885
506000.000,52.432
