9.042,-91.946
18.565,-178.847
35.288,-136.862
44.565,-128.521
54.133,-121.947
65.155,-130.928
74.237,-127.870
82.975,-131.239
94.098,-136.768
107.883,-152.249
118.520,-152.923
129.687,-135.236
144.443,-143.185
153.502,-145.211
163.077,-149.005
173.652,-150.455
184.358,-146.824
200.099,-167.777
209.879,-166.940
220.492,-167.986
233.913,-162.034
247.991,-159.618
259.492,-154.512
278.228,-147.983
297.918,-142.671
310.254,-129.707
321.938,-129.356
333.098,-96.971
342.251,-87.504
353.813,-63.723
365.836,-68.656
377.627,-75.802
391.376,-80.991
402.358,-87.800
413.943,-101.959
429.415,-106.044
440.201,-109.666
450.608,-119.836
460.251,-121.437
470.043,-130.505
484.582,-137.804
499.641,-134.070
523.475,-131.479
541.022,-133.747
560.505,-133.279
570.648,-135.248
