2858.000,0.000
6005.000,0.000
8941.000,0.333
11974.000,0.500
14791.000,0.500
18180.000,0.500
21156.000,0.476
24030.000,0.458
26965.000,0.463
29671.000,0.467
32314.000,0.507
35086.000,0.547
37877.000,0.480
41828.000,0.413
44787.000,0.406
47804.000,0.399
51269.000,0.403
54764.000,0.407
59646.000,0.402
63051.000,0.396
67270.000,0.406
71568.000,0.416
76908.000,0.437
80865.000,0.459
85289.000,0.466
89770.000,0.473
93906.000,0.489
99081.000,0.506
103914.000,0.511
109063.000,0.517
113984.000,0.513
118724.000,0.510
123327.000,0.499
129493.000,0.489
137247.000,0.480
144189.000,0.471
153242.000,0.461
161088.000,0.452
168275.000,0.449
178931.000,0.447
188043.000,0.450
196423.000,0.453
206687.000,0.457
216494.000,0.461
224530.000,0.470
229600.000,0.479
236409.000,0.482
245963.000,0.486
257171.000,0.488
267868.000,0.491
277651.000,0.489
287529.000,0.487
298837.000,0.485
311128.000,0.484
321156.000,0.482
333405.000,0.480
346705.000,0.482
355493.000,0.485
368981.000,0.486
378628.000,0.488
391602.000,0.490
398144.000,0.492
404863.000,0.498
411584.000,0.503
420956.000,0.508
426899.000,0.513
434812.000,0.517
443345.000,0.522
449671.000,0.526
456679.000,0.530
467049.000,0.537
475529.000,0.545
486011.000,0.549
495474.000,0.553
505493.000,0.556
514738.000,0.560
526806.000,0.563
536932.000,0.566
549709.000,0.570
560428.000,0.573
573348.000,0.576
581787.000,0.578
589697.000,0.584
598469.000,0.589
611237.000,0.594
621612.000,0.599
630475.000,0.604
640343.000,0.609
650501.000,0.614
659220.000,0.619
669695.000,0.623
678749.000,0.628
687915.000,0.632
699153.000,0.636
709298.000,0.640
718983.000,0.644
728004.000,0.648
736933.000,0.652
744898.000,0.656
751550.000,0.659
759105.000,0.663
770747.000,0.666
780247.000,0.670
787564.000,0.673
797014.000,0.676
806216.000,0.680
814148.000,0.683
822300.000,0.686
833308.000,0.689
842653.000,0.692
850114.000,0.695
859277.000,0.698
868204.000,0.701
875207.000,0.704
882923.000,0.704
891931.000,0.705
899197.000,0.706
910337.000,0.707
919886.000,0.708
931893.000,0.709
940426.000,0.708
949658.000,0.707
957375.000,0.706
965960.000,0.705
974997.000,0.706
983447.000,0.707
990883.000,0.707
1002010.000,0.708
1008871.000,0.709
1017581.000,0.710
1027549.000,0.712
1035992.000,0.714
1044623.000,0.716
1052069.000,0.719
1060953.000,0.721
1067616.000,0.723
1074530.000,0.725
1082359.000,0.727
1089990.000,0.728
1097681.000,0.728
1104876.000,0.729
1115066.000,0.729
1123106.000,0.730
1130534.000,0.730
1139033.000,0.731
1146519.000,0.731
1155063.000,0.732
1162006.000,0.732
1169739.000,0.734
1178363.000,0.736
1188218.000,0.738
1197243.000,0.740
1207570.000,0.741
1219898.000,0.743
1226588.000,0.745
1237115.000,0.747
1243290.000,0.748
1252533.000,0.750
1264800.000,0.752
1275270.000,0.753
1285850.000,0.753
1298919.000,0.754
